flavors,parents_link,recommendations_notes,grow_info,parents_link/_source,strain_highlights,parents/_source,number_reviews,review,most_popular_in,name,parents/_alt,parents,pageUrl
1. Strawberry 2. Berry 3. Sweet,,,,,"Strawberry Ice is a heady, energetic sativa-dominant strain that was named Best Sativa at the 2015 Oregon DOPE Cup. With big colorful flowers that emit an aroma of fresh strawberries, Strawberry Ice is a great choice for staying active and motivated throughout your day. The fruit flavors and subtle mint undertones lead the charge towards the creative, euphoric bliss of Strawberry Ice.; Most Helpful hlpsptsd1 10/10/2015 9:29 PM 10/10/2015 9:29 PM “Absolutely amazing stran! Great energy, euphoria, concentration, ect.. Zero Ill effects. Great for stress, ptsd, depression, ect.. very lifting.” Read Full Review Report Abuse Most Recent sneaktip 2/22/2016 9:44 AM 2/22/2016 9:44 AM “This is a great strain. got me feeling all kinds of goofy which then transitioned into a nice relaxing high.” Read Full Review Report Abuse",,4.8| 8 Reviews,4.8,"Portland, OR Buckley,WA Compton, CA Dundee, OR; Hillsboro,OR Jurupa Valley, CA Portland,OR",Strawberry Ice,,,https://www.leafly.com/sativa/strawberry-ice
1. Lemon 2. Citrus 3. Sweet,,,,,"Strawberry Lemonade is a mostly sativa strain that took 1st in High Times’ 2015 Denver Cannabis Cup as “Best Sativa Concentrate.”; Most Helpful shsrpir0787 9/11/2015 3:06 AM 9/11/2015 3:06 AM “Worked great for subsiding my anxiety. Had major dry mouth though” Read Full Review Report Abuse Most Recent LiceBugs 2/28/2016 1:13 AM 2/28/2016 1:13 AM “I'm stoned. Just generally stoned. Nothing amazing. Looks like it is gonna be stellar, nope. Mediocrity.” Read Full Review Report Abuse",,3.9| 21 Reviews,3.9,"Denver, CO Portland, OR Richland, WA Spokane, WA Anaheim,CA; Aspen, CO Boston, MA Bothell, WA Bothell,WA Cypress,CA",Strawberry Lemonade,,,https://www.leafly.com/sativa/strawberry-lemonade
1. Strawberry 2. Sweet 3. Earthy,https://www.leafly.com/sativa/strawberry-cough,,,/sativa/strawberry-cough,"Strawberry Satori is a mostly sativa strain, fathered by Satori and mothered by Strawberry Cough. With a sweet grape and strawberry aroma, these buds deliver uplifting, creative effects that are especially useful in treating anxiety and PTSD. In fact, Strawberry Satori was bred as an anti-anxiety medication by prioritizing the presence of Linalool, a calming terpene that affects GABA receptors.; Most Helpful tenfoot1 9/16/2014 5:15 AM 9/16/2014 5:15 AM “Uplifting, social, creative and pleasantly energetic. A nice counterpoint to some of the more racy sativas, and a true connoisseur strain. Lovely fruity bouquet, and a very smooth burn. My go-to daytime workout/hangout meds, kudos to the breeder!” Read Full Review Report Abuse Most Recent farreaching 2/14/2016 12:09 AM 2/14/2016 12:09 AM “My ultimate favorite. Levels out anxiety even if you think you don't have it- it's effects profoundly changed me- realized I had some anxiety cause I felt normal and fully relaxed yet alert and super creative. Amazing strain if you are looking for creative strain.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/sativa/strawberry-cough/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/satori/badge?width=340&padding=false,4.5| 20 Reviews,4.5,"Portland,OR",Strawberry Satori,Strawberry Cough; Satori,https://d3h17ltqi8v019.cloudfront.net/sativa/strawberry-cough/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/satori/badge?width=340&padding=false,https://www.leafly.com/sativa/strawberry-satori
1. Spicy/Herbal 2. Earthy 3. Flowery,,,,,"Sublime is a 70% sativa strain that delivers energizing effects alongside a tropical fruity flavor.; Most Helpful WestAmericans 10/26/2014 2:33 AM 10/26/2014 2:33 AM “I had a gram of Sublime for two months before getting around to trying it. I suppose that was a good thing, however, because it kicked my top favorite right down to sea level. I'd be vaporizing a lot more than usual if I knew about Sublime back when I initially purchased it.. I really like the mainly sativa hybrids -- Golden Goat, Mamasan, NYC Diesel -- and if Sublime fits that category, then it definitely ranks as ...” Read Full Review Report Abuse Most Recent skywalker240 11/14/2015 4:37 PM 11/14/2015 4:37 PM “very uplifting, euphoric.. highly recommended wake & bake” Read Full Review Report Abuse",,4.3| 11 Reviews,4.3,"Corona, CA Denver, CO Jurupa Valley, CA; Lakewood, CO Los Angeles, CA Ramona, CA",Sublime,,,https://www.leafly.com/sativa/sublime
1. Berry 2. Sweet 3. Plum,,,,,"Sugar Plum from Stoney Girl Gardens is an award-winning sativa bred by crossing Berkeley Blues and Hawaiian Haze Plum. With a tropical and earthy flavor, Sugar Plum produces hard-hitting and long-lasting cerebral effects. Its THC content has been measured as high as 28%, a much-needed potency for patients treating severe pain, nausea, glaucoma, mood disorders, and gastrointestinal complications. This 90% sativa is a good beginner grow, with a recommended flowering period of 35 days for indoor gardens.; Most Helpful gurren_lynx 4/30/2011 9:47 PM 4/30/2011 9:47 PM “Sativa dominant hybrid. 1st Place, 2003 Oregon Medical Cannabis Award Winner. Sugar Plum is a cross between Berkeley Blues and a Hawaiian Haze Plum. The flavor is complex the deep tropical flavor of the Haze Plum comes through first with the earthy Berkeley Blues bottom note clearly coming through the finish. Always throws several large, dense colas. Stores well and finishes fast. Tasty to vape, energizing effects ...” Read Full Review Report Abuse Most Recent RicoBoii 2/20/2016 6:48 AM 2/20/2016 6:48 AM “nice strain” Read Full Review Report Abuse",,4.4| 22 Reviews,4.4,"Buckley,WA Portland, OR Seattle, WA Aberdeen, WA Anacortes, WA; Bellevue, WA Bellingham, WA Bellingham,WA Clackamas, OR Everett, WA",Sugar Plum,,,https://www.leafly.com/sativa/sugar-plum
,,,,,"Summertime Squeeze is a sativa-dominant strain whose aroma brings to mind fresh citrus and tropical fruit. Its high-energy, active effects make it a perfect choice for getting outside, socializing, or indulging in creative activities.; Most Helpful titsandbeer 6/2/2015 5:37 PM 6/2/2015 5:37 PM “its boogy wooy man” Read Full Review Report Abuse Most Recent drivebyshooting 1/13/2016 10:21 AM 1/13/2016 10:21 AM “IT ve Made me so fucking high” Read Full Review Report Abuse",,5| 3 Reviews,5,"Eugene,OR",Summertime Squeeze,,,https://www.leafly.com/sativa/summertime-squeeze
1. Sweet 2. Citrus 3. Flowery,,,,,"Sunshine is a sativa-dominant cannabis strain produced by the Canadian LP Peace Naturals Project. With a name like Sunshine, you could probably guess that this sativa promises blissful, happy, uplifted effects even on rainy, dark days. The sweet fruity and citrus flavors run with Sunshine’s tropical theme, taking you to a warm place where pain, nausea, and appetite loss don’t exist.; Most Helpful SaigonPagan 5/31/2015 3:41 PM 5/31/2015 3:41 PM “One of my favorite. Can be difficult to track down. Definitely an uplifting experience. Best for a productive wake and bake day.” Read Full Review Report Abuse Most Recent Macdaddyolive 2/24/2016 3:36 AM 2/24/2016 3:36 AM “They sky could be grey but I'll see the sun. This is the happiest I've ever been. A sweet and smooth pull I love it” Read Full Review Report Abuse",,4.8| 12 Reviews,4.8,"Denver, CO; Detroit, MI",Sunshine,,,https://www.leafly.com/sativa/sunshine
1. Apricot 2. Berry 3. Pear,https://www.leafly.com/hybrid/trainwreck,Difficult; Medium,Difficult; Medium,/hybrid/trainwreck,"Supa Don is a 70% sativa strain bred from Oregon Trainwreck (also called “The Don”) and DJ Short Blueberry. Its dark, forest green buds carry a distinct blueberry aroma and a heavy coat of crystal resin. Due to the high amount of the terpene beta-caryophyllene, Supa Don is known to calm anxieties while lifting depression.; Most Helpful Bennx131 1/29/2016 10:49 AM 1/29/2016 10:49 AM “Head high when you smoke that you are not relaxed!” Read Full Review Report Abuse Most Recent jsuz7090 1/30/2016 4:45 PM 1/30/2016 4:45 PM “awesome heady high... love to get it at local dispensery” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/trainwreck/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/indica/dj-short-blueberry/badge?width=340&padding=false,4.5| 3 Reviews,4.5,"Eugene, OR Portland, OR; Salem, OR",Supa Don,Trainwreck; DJ Short Blueberry,https://d3h17ltqi8v019.cloudfront.net/hybrid/trainwreck/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/indica/dj-short-blueberry/badge?width=340&padding=false,https://www.leafly.com/sativa/supa-don
1. Coffee 2. Lemon,,,,,"The Super Cat Piss strain smells just like you would imagine. The name doesn't provoke very appetizing ideas but this is a great sativa.; Most Helpful scott 10/26/2010 4:57 AM 10/26/2010 4:57 AM “Got high and watched Contact. You owe it to yourself to do this.” Read Full Review Report Abuse Most Recent kidcannabis327 5/3/2015 5:04 PM 5/3/2015 5:04 PM “It is a good uplifting high, and I would smoke it with my buddies. The only down side is the smell, it smells like ammonia or bathroom cleaner.” Read Full Review Report Abuse",,3.7| 3 Reviews,3.7,"Banks, OR",Super Cat Piss,,,https://www.leafly.com/sativa/super-cat-piss
1. Citrus 2. Lemon 3. Earthy,https://www.leafly.com/sativa/super-silver-haze,,,/sativa/super-silver-haze,"Super Green Crack is a true sativa. Like a cup of strong coffee, this strain will give you a hefty boost of energy to start your day. The daughter of Super Silver Haze and Green Crack, Super Green Crack is vivacious, thoughtful, and creative. This strain is perfect for those looking to combat fatigue or depression. Super Green Crack features an extremely pungent aroma, producing a strong skunk-like scent. The effects of this strain are moderate to long-lasting, and a little goes a long way.; Most Helpful CaptJack 2/1/2012 9:35 PM 2/1/2012 9:35 PM “I don't give anything a 10 until I've tried it for a month however, this stuff is great for actors trying to discover their character's motivations or a student for who's class is the most intellectually stimulating. Super Green Crack has all the benefits of loosing ones inhibitions while retaining all of your faculties and wits about you. Ad to this fact that it does not seam to effect the body with any laziness, re...” Read Full Review Report Abuse Most Recent TeddyBroosevelt 2/14/2016 8:16 PM 2/14/2016 8:16 PM “better than the not super strain, but still not my favorite.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/sativa/super-silver-haze/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/sativa/green-crack/badge?width=340&padding=false,4.5| 41 Reviews,4.5,"Los Angeles, CA Anaheim, CA Benson,AZ; Boston, MA Compton, CA Corona, CA",Super Green Crack,Super Silver Haze; Green Crack,https://d3h17ltqi8v019.cloudfront.net/sativa/super-silver-haze/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/sativa/green-crack/badge?width=340&padding=false,https://www.leafly.com/sativa/super-green-crack
1. Sweet 2. Earthy 3. Spicy/Herbal,https://www.leafly.com/sativa/super-silver-haze,65,65,/sativa/super-silver-haze,"A super sativa! Super Jack mixes Super Silver Haze with the illustrious Jack Herer to create a sweet, spiced blend with a rich buttery aroma. The potent sativa effects spark creativity and provides an uplifting boost of energy. Super jack is a great daytime strain that will calm any anxieties and propel you through your day.; Most Helpful empirenine 11/17/2015 8:23 PM 11/17/2015 8:23 PM “TLDR; incredibly clear-headed, super creative, GET-SHIT-DONE sativa. My new favorite sativa. A+ This strain is so good that smoking it convinced me finally write THIS, my very first review, after years of lurking. I'm 33, have a wife & 2 year-old daughter, own/operate an online business and also work full-time for a medical startup doing UX, design & front end engineering. Needless to say, I have a fairly heavy wo...” Read Full Review Report Abuse Most Recent mogran 3/2/2016 1:54 AM 3/2/2016 1:54 AM “” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/sativa/super-silver-haze/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/sativa/jack-herer/badge?width=340&padding=false,4.5| 67 Reviews,4.5,"Vancouver,BC Amsterdam, NH, Netherlands Anaheim, CA Los Angeles, CA Phoenix, AZ; Soquel, CA Truckee, CA Vancouver, WA West Hollywood,CA",Super Jack,Super Silver Haze; Jack Herer,https://d3h17ltqi8v019.cloudfront.net/sativa/super-silver-haze/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/sativa/jack-herer/badge?width=340&padding=false,https://www.leafly.com/sativa/super-jack
1. Lemon 2. Citrus 3. Sweet,https://www.leafly.com/hybrid/lemon-skunk,67,67,/hybrid/lemon-skunk,"A sativa-dominant hybrid of Lemon Skunk and Super Silver Haze and two time Cannabis Cup winner from Green House Seeds. Super Lemon Haze is a kief-caked multi-colored wonder. As the name states this strain has real lemony characteristics. The smell is zesty, citrusy, and a little sweet. As for the taste, it's everything one would expect from the namesake; tart and sweet like lemonheads candy - not quite as sharp as one might expect. The effects are uniquely energetic and lively, may not be the best strain for those of us that are naturally wound-up tight.; Most Helpful ARStewart41 11/13/2011 4:07 AM 11/13/2011 4:07 AM “Strain: Super Lemon Haze Type: Sativa-dominant (80% Sativa) Genetics: Lemon Skunk x Super Silver Haze Notes: Spicy lemon smell with hazy, wispy nugs covered in hairs. Slow onset that starts with a light excitement/euphoria and a defined head high. Very focused and cerebral, giggly, and uplifted. Great for daytime and going out. Defined paranoia in certain situations, as well as heavy munchies. After the peak, a mi...” Read Full Review Report Abuse Most Recent i4smoke2cannabis0 3/4/2016 3:00 PM 3/4/2016 3:00 PM “Had the good ol outdoor, very pungent taste of lemonene terps. Not the best high for me cause I like to be sedated.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/lemon-skunk/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/sativa/super-silver-haze/badge?width=340&padding=false,4.4| 735 Reviews,4.4,"Portland, OR Seattle, WA Tacoma, WA Vancouver, BC Los Angeles, CA; Toronto, ON Everett, WA Berkeley, CA Denver,CO Ann Arbor,MI",Super Lemon Haze,Lemon Skunk; Super Silver Haze,https://d3h17ltqi8v019.cloudfront.net/hybrid/lemon-skunk/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/sativa/super-silver-haze/badge?width=340&padding=false,https://www.leafly.com/sativa/super-lemon-haze
1. Citrus 2. Sweet 3. Pungent,https://www.leafly.com/indica/northern-lights,74; Medium; Tall; Hydro; Mid October,74; Medium; Tall; Hydro; Mid October,/indica/northern-lights,"Super Silver Haze, bred by Green House Seeds, was the first prize winner at the High Times Cannabis Cup in 1997, 1998, and 1999. It also won awards at the High Times Harvest Festival. By crossing the genetics of Skunk, Northern Lights, and Haze, we are left with a beautiful, sticky sativa blend that boasts an energetic, long-lasting body high. The uplifting effects are a great remedy for high stress levels or when suffering from a lack of appetite or nausea.; Most Helpful kushplushemplover 6/14/2011 9:28 PM 6/14/2011 9:28 PM “After just a few puffs I began to feel the affects quite strongly! Gives off a very giggly and euphoric feeling letting you forget about all problems in life. Definitely recommend.” Read Full Review Report Abuse Most Recent legalizenow 3/2/2016 3:41 PM 3/2/2016 3:41 PM “Super silver haze is an amazing sativa, with an incredibly euphoric, strong head buzz. This strain reeks of cheese and citrus pungency with good amount of dark red hair. Buds are chunky and dense which is rare, to find in a strain so heavily dominated with sativa.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/northern-lights/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/sativa/haze/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/skunk-1/badge?width=340&padding=false,4.4| 802 Reviews,4.4,"Portland, OR Seattle, WA San Diego, CA Los Angeles,CA Toronto, ON; Albany, OR Attleboro, MA Barcelona, CT, Spain Beaverton, OR Bellevue, WA",Super Silver Haze,Northern Lights; Haze; Skunk No. 1,https://d3h17ltqi8v019.cloudfront.net/indica/northern-lights/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/sativa/haze/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/skunk-1/badge?width=340&padding=false,https://www.leafly.com/sativa/super-silver-haze
1. Citrus 2. Sweet 3. Lemon,https://www.leafly.com/hybrid/chemdawg,,,/hybrid/chemdawg,"Super Snow Dog, also known as Snow Dawg or G6, is a sativa-dominant strain from the Chemdawg family. This fast-flowering strain has a sweet fruity and citrus aroma, and patients typically choose Super Snow Dog for daytime relief of stress and tension.; Most Helpful jfu5129 1/22/2015 12:12 AM 1/22/2015 12:12 AM “This is one of my favorite sativa strains. The taste and smell with blow you away. The high is crisp, clear, and long lasting 3-4 hours. This is a Grade A Medical Cannabis Strain, that seems to be very hard to find. I'm a Medical Cannabis patient in both NJ and MI and I always pick up as much as I can when it is available, which is far a few between. I would highly recommend this strain to anyone looking for pain re...” Read Full Review Report Abuse Most Recent afera 2/27/2016 11:57 AM 2/27/2016 11:57 AM “Very uplifting strain. I got mine from Magnolia Road CC in Boulder, CO and it was a Super Silver Haze x Chemdog cross. I get a mostly sweet yet earthy and pungent smell off it.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/chemdawg/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/indica/super-skunk/badge?width=340&padding=false,4.4| 31 Reviews,4.4,"Portland, OR Toronto, ON Anacortes, WA Bellingham,WA; Fife Lake, MI Parkland, WA Spokane, WA",Super Snow Dog,Chemdawg; Super Skunk,https://d3h17ltqi8v019.cloudfront.net/hybrid/chemdawg/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/indica/super-skunk/badge?width=340&padding=false,https://www.leafly.com/sativa/super-snow-dog
1. Diesel 2. Pungent 3. Earthy,https://www.leafly.com/sativa/super-silver-haze,,,/sativa/super-silver-haze,"Taking after its popular parents, Super Sour Diesel is one incredible sativa. A potent cross between Super Silver Haze and Sour Diesel, Super Sour Diesel knocks out stress and pain while fostering creativity and euphoria. In true sativa form, Super Sour Diesel energizes, making it great for daytime use. New users, however, should use caution when trying this strain. Super Sour Diesel produces strong cerebral effects, which may be overpowering to novice MMJ patients. Familiar users will be surprised at this strain’s introspective spark. Sociable and fun, the effects of this strain are felt upon first taste. Super Sour Diesel’s pungent, fuel-like aroma speaks to the sheer strength of this strain.; Most Helpful AnalogKid2112 4/29/2012 11:06 PM 4/29/2012 11:06 PM “I was strain hunting and saw this at a local club, so I decided to pick up an 8th. Tight dense nuggets covered in a myriad of hazy white crystals. Beautiful orange hairs sprout from everywhere. The aroma initially hits you with a gentle sweetness and then your nose is flooded with an electrifying sour lemony overtone, sending a wave of chills up and down your spine. The smell alone acts as an aphrodisiac. Upon v...” Read Full Review Report Abuse Most Recent nick7722 2/25/2016 6:01 AM 2/25/2016 6:01 AM “Very earthy! Strong batch! Fluffy ! Enjoyable taste” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/sativa/super-silver-haze/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/sativa/sour-diesel/badge?width=340&padding=false,4.5| 212 Reviews,4.5,"Portland, OR Boston, MA Los Angeles, CA Los Angeles,CA San Francisco, CA; Astoria, OR Banks, OR Bellingham, WA Berkeley, CA Boulder, CO",Super Sour Diesel,Super Silver Haze; Sour Diesel,https://d3h17ltqi8v019.cloudfront.net/sativa/super-silver-haze/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/sativa/sour-diesel/badge?width=340&padding=false,https://www.leafly.com/sativa/super-sour-diesel
1. Sweet 2. Citrus 3. Flowery,https://www.leafly.com/indica/grape-ape,Indoor; 53; Tall,Indoor; 53; Tall,/indica/grape-ape,"Supernatural is a prize-winning sativa-dominant blend from Exotic Genetix. After taking 2nd place for sativas at the High Times 2012 Medical Cup in Seattle, it became a staple of the breeder’s genetic line. A pungent fruity mixture of Grape God and The Flav, Supernatural is a great indoor strain that has a biting, skunky zest and uplifting sativa effects.; Most Helpful JloSmokey 2/20/2015 10:56 PM 2/20/2015 10:56 PM “Potent for Sativa, can make you tired if not productive. Smell is very zesty cheezy like. But excellent smoke!” Read Full Review Report Abuse Most Recent hollyc 2/21/2016 11:07 PM 2/21/2016 11:07 PM “Instant head high... terrific. Hi-stim, sensorial nirvana. My new Favorite.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/grape-ape/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/the-flav/badge?width=340&padding=false,4.2| 8 Reviews,4.2,"Seattle, WA Camano Island, WA Denver, CO Lacey,WA Louisville, CO; Lynnwood,WA Parkland, WA Renton, WA Shoreline, WA Spanaway, WA",Supernatural,Grape Ape; The Flav,https://d3h17ltqi8v019.cloudfront.net/indica/grape-ape/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/the-flav/badge?width=340&padding=false,https://www.leafly.com/sativa/supernatural
1. Earthy 2. Sweet 3. Pungent,https://www.leafly.com/sativa/african,,,/sativa/african,"Swazi Gold is a sativa landrace strain from Africa known for its sweet, citrus flavor and fast-acting effects. Designed to withstand the harsh conditions of its mountainous homeland, Swazi Gold grows with ease and resilience, although growers will have to wait anywhere from 55 to 85 days for plants to finish flowering.; Most Helpful tamasvgyori 9/25/2014 10:44 AM 9/25/2014 10:44 AM “The southern african strains contain THC-V tetrahydracannabinoilvarin,this will cure type 2 diabetes,i am the proof,i was diagnosed of type 2 diabetes at age 22,i started using cannabis and at age 24 i had cured my diabetes nobody realized that it was the cannabis that did the cure ,i am now age 53 and i still use cannabis,i also have normal sugar in my tea and i can eat sweets etc with not having to worry about dia...” Read Full Review Report Abuse Most Recent childishforever 2/8/2016 7:25 AM 2/8/2016 7:25 AM “very hard hitting and anxious high” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/sativa/african/badge?width=340&padding=false,3.7| 35 Reviews,3.7,,Swazi Gold,African,https://d3h17ltqi8v019.cloudfront.net/sativa/african/badge?width=340&padding=false,https://www.leafly.com/sativa/swazi-gold
1. Cheese 2. Sweet 3. Peach,https://www.leafly.com/hybrid/cheese,63,63,/hybrid/cheese,"Sweet Cheese is a 70% sativa strain that combines the potency and unique flavor profiles of Cheese and Black Jack. Bred by Sweet Seeds, this strain was designed to induce long-lasting relaxation throughout the body, coupled with intense cerebral euphoria. Sweet Cheese is marked by the fragrant fusion of cheese and spice, a combination of aromas found in few other cannabis varieties. Outdoor Sweet Cheese plants finish flowering in mid-October, while indoor plants bloom in 9 weeks.; Most Helpful Dimedude 9/13/2012 9:42 PM 9/13/2012 9:42 PM “This was one of the stinkiest buds I've ever tried. I really can't emphasize it enough that this is one smelly strain of weed. But it is a nice smell. Anyway, this could probably help with sleep problems as when I smoked it at night, I literally just had to go to bed after. And I'm a stay up late kind of guy. Nice taste, nice high, pain and stress relief, what more can I say?” Read Full Review Report Abuse Most Recent Oona_kali 2/27/2016 1:30 PM 2/27/2016 1:30 PM “With a wonderful sweet finish and giggly elated effect this flower is wonderful strain for pain relief and as a pleasent end to a mentally exhaustive work day. I'd highly recommend this as one of the best hybrid varietals I've tried. Bloom is a wonderful dispensery very mindful, friendly, and they give awesome recommendations for new clients.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/cheese/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/black-jack/badge?width=340&padding=false,4.3| 28 Reviews,4.3,"Spokane, WA Anacortes, WA Ann Arbor,MI Central Point,OR Detroit, MI; Medford, OR Merlin, OR Parkland, WA Pullman, WA Rogue River, OR",Sweet Cheese,Cheese; Black Jack,https://d3h17ltqi8v019.cloudfront.net/hybrid/cheese/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/black-jack/badge?width=340&padding=false,https://www.leafly.com/sativa/sweet-cheese
1. Diesel 2. Sweet 3. Earthy,,,,,"Sweet Diesel is an earthy cross between Sour Diesel and OG Kush. Though this sativa is a member of the diesel family, its aroma is much lighter than typical diesels. Featuring a moderate fuel scent and earthy taste, Sweet Diesel is an easy strain for novice consumers. Like a true sativa, this strain provides a strong head-heavy sensation. Felt most in the face and eyes, this strain is great for easing stress and improving focus.; Most Helpful mallitia95 8/8/2012 5:13 PM 8/8/2012 5:13 PM “One of the nicest sativas ive ever smoked. When I take 1 bong hit of this im already giggly and uplifted. By the time ive taken my fourth im in an almost psychedelic state of mind.” Read Full Review Report Abuse Most Recent Chimaera 1/18/2016 8:15 PM 1/18/2016 8:15 PM “Not much good flavor and weak effects result in disappointing sessions with Sweet Diesel in a Pax 2 and SSV.” Read Full Review Report Abuse",,4.2| 37 Reviews,4.2,"Eugene, OR Portland, OR Anacortes, WA Corvallis, OR Cottage Grove, OR; Laguna Hills,CA Los Angeles, CA San Diego, CA Vancouver,BC Victoria,BC",Sweet Diesel,,,https://www.leafly.com/sativa/sweet-diesel
,https://www.leafly.com/hybrid/skunk-1,,,/hybrid/skunk-1,"Sweet Jane is a sweet-flavored sativa strain that provides an uplifting burst of cerebral energy ideal for daytime use. A selected cut of the famous Island Sweet Skunk, Sweet Jane carries an intense fruity aroma with notes of grapefruit, lemon, and mangos. Colorful calyxes spiral from the buds, woven in fiery hairs and powdered in a sugary coat of crystal resin. With an average THC content of 20% and a subtle CBD profile, Sweet Jane delivers nuanced effects perfect for both relaxing and getting things done.; Most Helpful KrushABit420 2/28/2016 5:21 PM 2/28/2016 5:21 PM “This strain sounds beautiful haha, I'll re do comment if I get to try this one day 😊” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/skunk-1/badge?width=340&padding=false,5| 1 Reviews,5,"Astoria, OR Detroit,MI; Glendale, AZ",Sweet Jane,Skunk No. 1,https://d3h17ltqi8v019.cloudfront.net/hybrid/skunk-1/badge?width=340&padding=false,https://www.leafly.com/sativa/sweet-jane
1. Earthy 2. Citrus 3. Diesel,,,,,"Swiss Gold is a high-CBD strain from Northern California that is typically classified as a sativa and was bred by the late Lawrence Ringo. Ringo describes the structure of the strain as “pure indica, short and fat.” Swiss Gold regularly tests with CBD:THC ratios of 2:1, and carries an earthy aroma of fresh citrus. The relaxing effects reduce pain and stress while stimulating the appetite, and eventually cradle you to sleep.; Most Helpful detajr 7/7/2015 5:29 PM 7/7/2015 5:29 PM “It's listed as a sativa, but I find it to be more of an indica feeling. Relaxed almost sleepy feeling, giggles, and deep thoughts. Couch lock sets in. I can see it being good for hanging and watching a movie or relaxing at the beach. I wouldn't say it's a great strain to be using as a functioning all day strain. Good for nerve pain and spasms. Enjoyed in tincture form.” Read Full Review Report Abuse Most Recent mikeyboii09 2/6/2016 3:35 PM 2/6/2016 3:35 PM “this strain fucked me up” Read Full Review Report Abuse",,4.4| 9 Reviews,4.4,"Portland, OR Bellevue, WA Bend, OR; Petaluma, CA Trinidad,CO",Swiss Gold,,,https://www.leafly.com/sativa/swiss-gold
,,,,,Swiss refers to any sativa strain that grows natively in the region of Switzerland. These indigenous vareities (also called landraces) can exhibit indica or sativa characteristics depending on the climate and latitude at which it grows.,,3.5| 0 Reviews,3.5,"Los Angeles, CA Eugene, OR Los Angeles,CA Newport, OR; Petaluma,CA Portland, OR Pueblo West,CO",Swiss Sativa,,,https://www.leafly.com/sativa/swiss-sativa
1. Grapefruit 2. Citrus 3. Orange,,,,,"From Leafs by Snoop comes Tangerine Man, a sativa-dominant hybrid that is perhaps the best of his new strains. With a citrus aroma and trichome-coated buds, expect a nice pick-me-up that pairs wonderfully with daytime physical activity.; Most Helpful MedicalIncredible 11/14/2015 6:53 PM 11/14/2015 6:53 PM “Update: A Potent Sativa like head high w/ likely paranoia. AROMA is VERY COMPLEX !!! Grapefruit, Mint, Body Odor, Cold Wind/Blue Ice, Lemon, Citrus. Not recommend to those who aren't expecting it's caffeine effect. (Let me suggest Blueberry Dream for a lot of us). BUDS are dark green and rusty with light green airbrushing and evil looking Velcro looking trichomes. Physically their structure is very beautiful. P...” Read Full Review Report Abuse Most Recent JJWDub90 3/3/2016 8:13 PM 3/3/2016 8:13 PM “V.I.P of all things citrus.” Read Full Review Report Abuse",,4.8| 9 Reviews,4.8,"Cortez, CO",Tangerine Man,,,https://www.leafly.com/sativa/tangerine-man
